,Training Losses,Validation Losses
153,0.10619897388493303,0.12107968631303972
154,0.10549410421214998,0.12722350471963484
155,0.10466203722171485,0.10606138289802604
156,0.10441331717839583,0.11711026595698462
157,0.10423917753621936,0.1254338857738508
158,0.10456074628826915,0.10759132351726293
159,0.10481928395964206,0.13125862003614505
160,0.10503522516392609,0.11533461942440934
161,0.10474992789220638,0.10717236240290934
162,0.10416825948072211,0.14311108828004865
163,0.10432904117464743,0.12071500318331851
164,0.10455461938645352,0.1058448139578104
